fixed acidity,volatile acidity,citric acid,residual sugar,chlorides,free sulfur dioxide,total sulfur dioxide,density,pH,sulphates,alcohol,fixed acidity volatile acidity,fixed acidity citric acid,fixed acidity residual sugar,fixed acidity chlorides,fixed acidity free sulfur dioxide,fixed acidity total sulfur dioxide,fixed acidity density,fixed acidity pH,quality
7.4,0.19,0.3,12.8,0.053,48.5,229.0,0.9986,3.14,0.49,9.1,1.4060000000000001,2.22,94.72000000000001,0.3922,358.90000000000003,1694.6000000000001,7.389640000000001,23.236,7
7.4,0.19,0.3,12.8,0.053,48.5,229.0,0.9986,3.14,0.49,9.1,1.4060000000000001,2.22,94.72000000000001,0.3922,358.90000000000003,1694.6000000000001,7.389640000000001,23.236,7
7.4,0.19,0.3,12.8,0.053,48.5,229.0,0.9986,3.14,0.49,9.1,1.4060000000000001,2.22,94.72000000000001,0.3922,358.90000000000003,1694.6000000000001,7.389640000000001,23.236,7
7.4,0.19,0.3,12.8,0.053,48.5,229.0,0.9986,3.14,0.49,9.1,1.4060000000000001,2.22,94.72000000000001,0.3922,358.90000000000003,1694.6000000000001,7.389640000000001,23.236,7
6.9,0.32,0.13,7.8,0.042,11.0,117.0,0.996,3.23,0.37,9.2,2.208,0.8970000000000001,53.82,0.28980000000000006,75.9,807.3000000000001,6.872400000000001,22.287000000000003,5
7.6,0.32,0.58,16.75,0.05,43.0,163.0,0.9999,3.15,0.54,9.2,2.432,4.4079999999999995,127.3,0.38,326.8,1238.8,7.59924,23.939999999999998,5
7.4,0.19,0.3,12.8,0.053,48.5,229.0,0.9986,3.14,0.49,9.1,1.4060000000000001,2.22,94.72000000000001,0.3922,358.90000000000003,1694.6000000000001,7.389640000000001,23.236,7
7.4,0.19,0.3,12.8,0.053,48.5,212.0,0.9986,3.14,0.49,9.1,1.4060000000000001,2.22,94.72000000000001,0.3922,358.90000000000003,1568.8000000000002,7.389640000000001,23.236,7
6.9,0.32,0.13,7.8,0.042,11.0,117.0,0.996,3.23,0.37,9.2,2.208,0.8970000000000001,53.82,0.28980000000000006,75.9,807.3000000000001,6.872400000000001,22.287000000000003,5
6.0,0.34,0.24,5.4,0.06,23.0,126.0,0.9951,3.25,0.44,9.0,2.04,1.44,32.400000000000006,0.36,138.0,756.0,5.9706,19.5,7
7.6,0.32,0.58,16.75,0.05,43.0,163.0,0.9999,3.15,0.54,9.2,2.432,4.4079999999999995,127.3,0.38,326.8,1238.8,7.59924,23.939999999999998,5
7.7,0.24,0.31,1.3,0.047,33.0,106.0,0.993,3.22,0.55,10.8,1.8479999999999999,2.387,10.01,0.3619,254.1,816.2,7.646100000000001,24.794,6
8.0,0.36,0.43,10.1,0.053,29.0,146.0,0.9982,3.4,0.46,9.5,2.88,3.44,80.8,0.424,232.0,1168.0,7.9856,27.2,6
7.4,0.29,0.25,3.8,0.044,30.0,114.0,0.992,3.11,0.4,11.0,2.146,1.85,28.12,0.3256,222.0,843.6,7.340800000000001,23.014,6
6.6,0.32,0.27,10.9,0.041,37.0,146.0,0.9963,3.24,0.47,10.0,2.112,1.782,71.94,0.2706,244.2,963.5999999999999,6.5755799999999995,21.384,5
6.3,0.3,0.24,6.6,0.04,38.0,141.0,0.995,3.22,0.47,9.5,1.89,1.512,41.58,0.252,239.4,888.3,6.2684999999999995,20.286,5
6.4,0.33,0.24,9.8,0.041,29.0,109.0,0.9956,3.29,0.47,10.1,2.112,1.536,62.720000000000006,0.2624,185.60000000000002,697.6,6.371840000000001,21.056,6
7.5,0.18,0.31,11.7,0.051,24.0,94.0,0.997,3.19,0.44,9.5,1.3499999999999999,2.325,87.75,0.38249999999999995,180.0,705.0,7.4775,23.925,7
6.5,0.39,0.81,1.2,0.217,14.0,74.0,0.9936,3.08,0.53,9.5,2.535,5.265000000000001,7.8,1.4105,91.0,481.0,6.4584,20.02,5
6.8,0.25,0.18,1.4,0.056,13.0,137.0,0.9935,3.11,0.42,9.5,1.7,1.224,9.52,0.38079999999999997,88.39999999999999,931.6,6.7558,21.148,5
6.4,0.18,0.32,9.6,0.052,24.0,90.0,0.9963,3.35,0.49,9.4,1.152,2.048,61.44,0.3328,153.60000000000002,576.0,6.37632,21.44,6
7.1,0.18,0.32,12.2,0.048,36.0,125.0,0.9967,2.92,0.54,9.4,1.2779999999999998,2.272,86.61999999999999,0.3408,255.6,887.5,7.07657,20.732,6
7.6,0.27,0.42,2.6,0.044,29.0,110.0,0.9912,3.31,0.51,12.7,2.052,3.1919999999999997,19.759999999999998,0.3344,220.39999999999998,836.0,7.533119999999999,25.156,6
9.2,0.23,0.35,10.7,0.037,34.0,145.0,0.9981,3.09,0.32,9.7,2.116,3.2199999999999998,98.43999999999998,0.3404,312.79999999999995,1334.0,9.182519999999998,28.427999999999997,5
7.9,0.28,0.41,4.9,0.058,31.0,153.0,0.9966,3.27,0.51,9.7,2.212,3.239,38.71000000000001,0.45820000000000005,244.9,1208.7,7.87314,25.833000000000002,6
7.1,0.18,0.32,12.2,0.048,36.0,125.0,0.9967,2.92,0.54,9.4,1.2779999999999998,2.272,86.61999999999999,0.3408,255.6,887.5,7.07657,20.732,6
6.4,0.18,0.32,9.6,0.052,24.0,90.0,0.9963,3.35,0.49,9.4,1.152,2.048,61.44,0.3328,153.60000000000002,576.0,6.37632,21.44,6
6.8,0.25,0.18,1.4,0.056,13.0,137.0,0.9935,3.11,0.42,9.5,1.7,1.224,9.52,0.38079999999999997,88.39999999999999,931.6,6.7558,21.148,5
7.0,0.22,0.26,1.1,0.037,20.0,71.0,0.9902,3.1,0.38,11.7,1.54,1.82,7.700000000000001,0.259,140.0,497.0,6.9314,21.7,6
7.3,0.18,0.29,1.0,0.036,26.0,101.0,0.99,3.09,0.37,11.7,1.3139999999999998,2.117,7.3,0.2628,189.79999999999998,737.3,7.226999999999999,22.557,6
7.1,0.26,0.19,8.2,0.051,53.0,187.0,0.996,3.16,0.52,9.7,1.8459999999999999,1.349,58.21999999999999,0.3621,376.29999999999995,1327.7,7.071599999999999,22.436,5
6.6,0.25,0.42,11.3,0.049,77.0,231.0,0.9966,3.24,0.52,9.5,1.65,2.772,74.58,0.3234,508.2,1524.6,6.57756,21.384,6
6.4,0.24,0.23,7.3,0.069,31.0,157.0,0.9962,3.25,0.53,9.1,1.536,1.4720000000000002,46.72,0.44160000000000005,198.4,1004.8000000000001,6.37568,20.8,5
6.0,0.28,0.27,2.3,0.051,23.0,147.0,0.994,3.23,0.67,10.3,1.6800000000000002,1.62,13.799999999999999,0.306,138.0,882.0,5.964,19.38,6
7.1,0.26,0.19,8.2,0.051,53.0,187.0,0.996,3.16,0.52,9.7,1.8459999999999999,1.349,58.21999999999999,0.3621,376.29999999999995,1327.7,7.071599999999999,22.436,5
7.8,0.24,0.38,2.1,0.058,14.0,167.0,0.994,3.21,0.55,9.9,1.8719999999999999,2.964,16.38,0.4524,109.2,1302.6,7.7532,25.038,5
7.6,0.27,0.33,2.0,0.059,19.0,175.0,0.9944,3.22,0.56,9.9,2.052,2.508,15.2,0.44839999999999997,144.4,1330.0,7.55744,24.472,5
7.7,0.39,0.34,10.0,0.056,35.0,178.0,0.9974,3.26,0.6,10.2,3.003,2.6180000000000003,77.0,0.4312,269.5,1370.6000000000001,7.67998,25.102,5
8.9,0.24,0.33,15.75,0.035,16.0,132.0,0.996,3.0,0.37,12.1,2.136,2.9370000000000003,140.175,0.31150000000000005,142.4,1174.8,8.8644,26.700000000000003,6
6.6,0.23,0.24,3.9,0.045,36.0,138.0,0.9922,3.15,0.64,11.3,1.518,1.5839999999999999,25.74,0.297,237.6,910.8,6.54852,20.79,7
7.1,0.26,0.3,2.0,0.031,13.0,128.0,0.9917,3.19,0.49,11.4,1.8459999999999999,2.13,14.2,0.2201,92.3,908.8,7.0410699999999995,22.648999999999997,5
7.0,0.32,0.35,1.5,0.039,24.0,125.0,0.9918,3.17,0.64,12.2,2.24,2.4499999999999997,10.5,0.273,168.0,875.0,6.9426000000000005,22.189999999999998,6
7.4,0.24,0.26,1.6,0.058,53.0,150.0,0.9936,3.18,0.5,9.9,1.776,1.9240000000000002,11.840000000000002,0.4292,392.20000000000005,1110.0,7.352640000000001,23.532000000000004,7
6.9,0.21,0.33,1.4,0.056,35.0,136.0,0.9938,3.63,0.78,10.3,1.449,2.277,9.66,0.3864,241.5,938.4000000000001,6.857220000000001,25.047,6
7.0,0.32,0.35,1.5,0.039,24.0,125.0,0.9918,3.17,0.64,12.2,2.24,2.4499999999999997,10.5,0.273,168.0,875.0,6.9426000000000005,22.189999999999998,6
7.4,0.17,0.29,1.4,0.047,23.0,107.0,0.9939,3.52,0.65,10.4,1.2580000000000002,2.146,10.36,0.3478,170.20000000000002,791.8000000000001,7.35486,26.048000000000002,6
7.1,0.26,0.3,2.0,0.031,13.0,128.0,0.9917,3.19,0.49,11.4,1.8459999999999999,2.13,14.2,0.2201,92.3,908.8,7.0410699999999995,22.648999999999997,5
8.5,0.28,0.34,13.8,0.041,32.0,161.0,0.9981,3.13,0.4,9.9,2.3800000000000003,2.89,117.30000000000001,0.34850000000000003,272.0,1368.5,8.48385,26.605,6
7.8,0.3,0.37,1.3,0.051,16.0,96.0,0.9941,3.32,0.62,10.0,2.34,2.886,10.14,0.3978,124.8,748.8,7.753979999999999,25.895999999999997,5
8.1,0.25,0.38,3.8,0.051,18.0,129.0,0.9928,3.21,0.38,11.5,2.025,3.078,30.779999999999998,0.41309999999999997,145.79999999999998,1044.8999999999999,8.04168,26.000999999999998,6
7.7,0.28,0.29,6.9,0.041,29.0,163.0,0.9952,3.44,0.6,10.5,2.156,2.233,53.13,0.31570000000000004,223.3,1255.1000000000001,7.66304,26.488,6
6.5,0.24,0.36,2.2,0.027,36.0,134.0,0.9898,3.28,0.36,12.5,1.56,2.34,14.3,0.1755,234.0,871.0,6.4337,21.32,7
7.0,0.22,0.32,1.6,0.045,40.0,120.0,0.9914,2.98,0.44,10.5,1.54,2.24,11.200000000000001,0.315,280.0,840.0,6.9398,20.86,6
8.5,0.28,0.34,13.8,0.041,32.0,161.0,0.9981,3.13,0.4,9.9,2.3800000000000003,2.89,117.30000000000001,0.34850000000000003,272.0,1368.5,8.48385,26.605,6
8.0,0.45,0.28,10.8,0.051,25.0,157.0,0.9957,3.06,0.47,11.4,3.6,2.24,86.4,0.408,200.0,1256.0,7.9656,24.48,7
6.9,0.23,0.33,12.8,0.056,44.0,169.0,0.998,3.42,0.42,9.8,1.5870000000000002,2.277,88.32000000000001,0.3864,303.6,1166.1000000000001,6.8862000000000005,23.598,6
8.0,0.45,0.28,10.8,0.051,25.0,157.0,0.9957,3.06,0.47,11.4,3.6,2.24,86.4,0.408,200.0,1256.0,7.9656,24.48,7
7.6,0.23,0.26,15.3,0.067,32.0,166.0,0.9986,3.03,0.44,9.2,1.748,1.976,116.28,0.5092,243.2,1261.6,7.58936,23.028,4
7.7,0.28,0.58,12.1,0.046,60.0,177.0,0.9983,3.08,0.46,8.9,2.156,4.466,93.17,0.3542,462.0,1362.9,7.68691,23.716,5
7.7,0.27,0.61,12.0,0.046,64.0,179.0,0.9982,3.07,0.46,8.9,2.079,4.697,92.4,0.3542,492.8,1378.3,7.68614,23.639,5
7.1,0.2,0.36,11.6,0.042,45.0,124.0,0.997,2.92,0.59,9.5,1.42,2.5559999999999996,82.36,0.2982,319.5,880.4,7.0786999999999995,20.732,7
6.9,0.25,0.35,9.2,0.034,42.0,150.0,0.9947,3.21,0.36,11.5,1.725,2.415,63.48,0.23460000000000003,289.8,1035.0,6.86343,22.149,6
7.1,0.2,0.36,11.6,0.042,45.0,124.0,0.997,2.92,0.59,9.5,1.42,2.5559999999999996,82.36,0.2982,319.5,880.4,7.0786999999999995,20.732,7
6.9,0.25,0.35,9.2,0.034,42.0,150.0,0.9947,3.21,0.36,11.5,1.725,2.415,63.48,0.23460000000000003,289.8,1035.0,6.86343,22.149,6
8.4,0.2,0.31,2.8,0.054,16.0,89.0,0.99416,2.96,0.45,9.5,1.6800000000000002,2.604,23.52,0.4536,134.4,747.6,8.350944,24.864,6
6.5,0.39,0.35,1.6,0.049,10.0,164.0,0.99516,3.35,0.51,9.7,2.535,2.275,10.4,0.3185,65.0,1066.0,6.46854,21.775000000000002,5
7.2,0.23,0.38,6.1,0.067,20.0,90.0,0.99496,3.17,0.79,9.7,1.6560000000000001,2.736,43.92,0.48240000000000005,144.0,648.0,7.163711999999999,22.824,5
6.9,0.44,0.42,8.5,0.048,10.0,147.0,0.9974,3.32,0.46,9.5,3.036,2.898,58.650000000000006,0.33120000000000005,69.0,1014.3000000000001,6.88206,22.908,6
7.1,0.28,0.19,7.8,0.04,48.0,184.0,0.99579,3.16,0.5,9.4,1.988,1.349,55.379999999999995,0.284,340.79999999999995,1306.3999999999999,7.0701089999999995,22.436,5
6.4,0.34,0.2,14.9,0.06,37.0,162.0,0.9983,3.13,0.45,9.0,2.176,1.2800000000000002,95.36000000000001,0.384,236.8,1036.8,6.38912,20.032,4
6.1,0.15,0.29,6.2,0.046,39.0,151.0,0.99471,3.6,0.44,10.6,0.9149999999999999,1.7689999999999997,37.82,0.28059999999999996,237.89999999999998,921.0999999999999,6.067730999999999,21.96,6
6.9,0.44,0.42,8.5,0.048,10.0,147.0,0.9974,3.32,0.46,9.5,3.036,2.898,58.650000000000006,0.33120000000000005,69.0,1014.3000000000001,6.88206,22.908,6
7.2,0.29,0.18,8.2,0.042,41.0,180.0,0.99644,3.16,0.49,9.1,2.088,1.296,59.04,0.3024,295.2,1296.0,7.174368,22.752000000000002,5
7.1,0.28,0.19,7.8,0.04,48.0,184.0,0.99579,3.16,0.5,9.4,1.988,1.349,55.379999999999995,0.284,340.79999999999995,1306.3999999999999,7.0701089999999995,22.436,5
6.1,0.23,0.45,10.6,0.094,49.0,169.0,0.99699,3.05,0.54,8.8,1.403,2.745,64.66,0.5734,298.9,1030.8999999999999,6.081639,18.604999999999997,5
6.7,0.23,0.42,11.2,0.047,52.0,171.0,0.99758,3.54,0.74,10.4,1.5410000000000001,2.814,75.03999999999999,0.3149,348.40000000000003,1145.7,6.6837860000000004,23.718,5
7.0,0.36,0.14,11.6,0.043,35.0,228.0,0.9977,3.13,0.51,8.9,2.52,0.9800000000000001,81.2,0.301,245.0,1596.0,6.9839,21.91,5
7.5,0.31,0.24,7.1,0.031,28.0,141.0,0.99397,3.16,0.38,10.6,2.325,1.7999999999999998,53.25,0.23249999999999998,210.0,1057.5,7.454775,23.700000000000003,7
6.4,0.34,0.2,14.9,0.06,37.0,162.0,0.9983,3.13,0.45,9.0,2.176,1.2800000000000002,95.36000000000001,0.384,236.8,1036.8,6.38912,20.032,4
6.1,0.15,0.29,6.2,0.046,39.0,151.0,0.99471,3.6,0.44,10.6,0.9149999999999999,1.7689999999999997,37.82,0.28059999999999996,237.89999999999998,921.0999999999999,6.067730999999999,21.96,6
7.4,0.2,0.29,1.7,0.047,16.0,100.0,0.99243,3.28,0.45,10.6,1.4800000000000002,2.146,12.58,0.3478,118.4,740.0,7.3439820000000005,24.272,6
6.3,0.27,0.18,7.7,0.048,45.0,186.0,0.9962,3.23,0.47,9.0,1.701,1.134,48.51,0.3024,283.5,1171.8,6.276059999999999,20.349,5
9.2,0.34,0.54,17.3,0.06,46.0,235.0,1.00182,3.08,0.61,8.8,3.128,4.968,159.16,0.5519999999999999,423.2,2162.0,9.216743999999998,28.336,6
7.4,0.18,0.29,1.4,0.042,34.0,101.0,0.99384,3.54,0.6,10.5,1.332,2.146,10.36,0.3108,251.60000000000002,747.4000000000001,7.354416,26.196,7
7.2,0.29,0.2,7.7,0.046,51.0,174.0,0.99582,3.16,0.52,9.5,2.088,1.4400000000000002,55.440000000000005,0.3312,367.2,1252.8,7.169904000000001,22.752000000000002,5
6.3,0.27,0.18,7.7,0.048,45.0,186.0,0.9962,3.23,0.47,9.0,1.701,1.134,48.51,0.3024,283.5,1171.8,6.276059999999999,20.349,5
6.2,0.26,0.19,3.4,0.049,47.0,172.0,0.9924,3.14,0.43,10.4,1.612,1.1780000000000002,21.08,0.3038,291.40000000000003,1066.4,6.15288,19.468,6
7.3,0.21,0.21,1.6,0.046,35.0,133.0,0.99466,3.38,0.46,10.0,1.533,1.533,11.68,0.3358,255.5,970.9,7.261018,24.674,6
7.1,0.14,0.35,1.4,0.039,24.0,128.0,0.99212,2.97,0.68,10.4,0.994,2.485,9.94,0.2769,170.39999999999998,908.8,7.044052,21.087,5
7.2,0.39,0.54,1.4,0.157,34.0,132.0,0.99449,3.11,0.53,9.0,2.8080000000000003,3.8880000000000003,10.08,1.1304,244.8,950.4,7.160328,22.392,6
7.6,0.48,0.28,10.4,0.049,57.0,205.0,0.99748,3.24,0.45,9.3,3.6479999999999997,2.128,79.03999999999999,0.3724,433.2,1558.0,7.580848,24.624,5
7.2,0.39,0.54,1.4,0.157,34.0,132.0,0.99449,3.11,0.53,9.0,2.8080000000000003,3.8880000000000003,10.08,1.1304,244.8,950.4,7.160328,22.392,6
7.6,0.48,0.28,10.4,0.049,57.0,205.0,0.99748,3.24,0.45,9.3,3.6479999999999997,2.128,79.03999999999999,0.3724,433.2,1558.0,7.580848,24.624,5
6.5,0.36,0.31,4.1,0.061,20.0,134.0,0.99475,3.18,0.45,9.0,2.34,2.015,26.65,0.39649999999999996,130.0,871.0,6.4658750000000005,20.67,6
8.5,0.25,0.31,2.8,0.032,11.0,61.0,0.99189,3.06,0.44,11.5,2.125,2.635,23.799999999999997,0.272,93.5,518.5,8.431065,26.01,6
6.9,0.3,0.21,15.7,0.056,49.0,159.0,0.99827,3.11,0.48,9.0,2.07,1.449,108.33,0.3864,338.1,1097.1000000000001,6.888063000000001,21.459,5
6.6,0.19,0.43,10.9,0.045,53.0,154.0,0.99752,3.52,0.77,10.4,1.254,2.8379999999999996,71.94,0.297,349.79999999999995,1016.4,6.583632,23.232,6
6.9,0.3,0.21,15.7,0.056,49.0,159.0,0.99827,3.11,0.48,9.0,2.07,1.449,108.33,0.3864,338.1,1097.1000000000001,6.888063000000001,21.459,5
9.4,0.42,0.32,6.5,0.027,20.0,167.0,0.99479,3.08,0.43,10.6,3.948,3.008,61.1,0.2538,188.0,1569.8,9.351026,28.952,5
6.6,0.19,0.43,10.9,0.045,53.0,154.0,0.99752,3.52,0.77,10.4,1.254,2.8379999999999996,71.94,0.297,349.79999999999995,1016.4,6.583632,23.232,6
6.3,0.2,0.3,5.9,0.034,35.0,152.0,0.99642,3.47,0.4,8.5,1.26,1.89,37.17,0.2142,220.5,957.6,6.277445999999999,21.861,6
8.5,0.19,0.56,17.3,0.055,47.0,169.0,1.00047,3.07,0.67,9.3,1.615,4.760000000000001,147.05,0.4675,399.5,1436.5,8.503995,26.095,6
7.3,0.19,0.25,1.4,0.051,41.0,107.0,0.99382,3.53,0.66,10.5,1.387,1.825,10.219999999999999,0.37229999999999996,299.3,781.1,7.254886,25.769,7
6.7,0.25,0.26,13.5,0.06,50.0,156.0,0.99784,3.39,0.46,9.9,1.675,1.7420000000000002,90.45,0.40199999999999997,335.0,1045.2,6.685528,22.713,6
6.2,0.25,0.28,8.5,0.035,28.0,108.0,0.99486,3.4,0.42,10.4,1.55,1.7360000000000002,52.7,0.21700000000000003,173.6,669.6,6.168132,21.08,6
6.1,0.46,0.32,6.2,0.053,10.0,94.0,0.99537,3.35,0.47,10.1,2.806,1.952,37.82,0.3233,61.0,573.4,6.071757,20.435,5
7.3,0.19,0.25,1.4,0.051,41.0,107.0,0.99382,3.53,0.66,10.5,1.387,1.825,10.219999999999999,0.37229999999999996,299.3,781.1,7.254886,25.769,7
7.5,0.29,0.26,14.95,0.067,47.0,178.0,0.99838,3.04,0.49,9.2,2.175,1.9500000000000002,112.125,0.5025000000000001,352.5,1335.0,7.48785,22.8,4
6.7,0.31,0.18,7.7,0.043,57.0,200.0,0.99566,3.17,0.44,9.4,2.077,1.206,51.59,0.28809999999999997,381.90000000000003,1340.0,6.670922,21.239,6
7.4,0.14,0.3,1.3,0.033,25.0,91.0,0.99268,3.53,0.39,10.6,1.0360000000000003,2.22,9.620000000000001,0.24420000000000003,185.0,673.4,7.345832000000001,26.122,6
6.7,0.31,0.18,7.7,0.043,57.0,200.0,0.99566,3.17,0.44,9.4,2.077,1.206,51.59,0.28809999999999997,381.90000000000003,1340.0,6.670922,21.239,6
7.1,0.4,0.52,1.3,0.148,45.0,149.0,0.99468,3.08,0.56,8.7,2.84,3.6919999999999997,9.23,1.0508,319.5,1057.8999999999999,7.062227999999999,21.868,5
6.4,0.16,0.25,1.3,0.047,20.0,77.0,0.9933,3.61,0.54,10.2,1.024,1.6,8.32,0.3008,128.0,492.8,6.35712,23.104,6
6.3,0.16,0.22,1.3,0.046,18.0,66.0,0.99307,3.61,0.55,10.3,1.008,1.386,8.19,0.2898,113.39999999999999,415.8,6.256341,22.743,6
7.4,0.33,0.26,15.6,0.049,67.0,210.0,0.99907,3.06,0.68,9.5,2.442,1.9240000000000002,115.44,0.36260000000000003,495.8,1554.0,7.393118,22.644000000000002,5
7.4,0.33,0.26,15.6,0.049,67.0,210.0,0.99907,3.06,0.68,9.5,2.442,1.9240000000000002,115.44,0.36260000000000003,495.8,1554.0,7.393118,22.644000000000002,5
7.4,0.33,0.26,15.6,0.049,67.0,210.0,0.99907,3.06,0.68,9.5,2.442,1.9240000000000002,115.44,0.36260000000000003,495.8,1554.0,7.393118,22.644000000000002,5
7.4,0.33,0.26,15.6,0.049,67.0,210.0,0.99907,3.06,0.68,9.5,2.442,1.9240000000000002,115.44,0.36260000000000003,495.8,1554.0,7.393118,22.644000000000002,5
6.6,0.41,0.24,4.9,0.158,47.0,144.0,0.99471,3.17,0.49,9.4,2.7059999999999995,1.5839999999999999,32.34,1.0428,310.2,950.4,6.565086,20.921999999999997,5
6.7,0.43,0.23,5.0,0.157,49.0,145.0,0.99471,3.17,0.49,9.4,2.8810000000000002,1.5410000000000001,33.5,1.0519,328.3,971.5,6.664557,21.239,5
7.4,0.33,0.26,15.6,0.049,67.0,210.0,0.99907,3.06,0.68,9.5,2.442,1.9240000000000002,115.44,0.36260000000000003,495.8,1554.0,7.393118,22.644000000000002,5
7.3,0.4,0.28,6.5,0.037,26.0,97.0,0.99148,3.16,0.58,12.6,2.92,2.044,47.449999999999996,0.2701,189.79999999999998,708.1,7.237804,23.068,7
7.4,0.18,0.24,1.4,0.047,21.0,106.0,0.99383,3.52,0.64,10.5,1.332,1.776,10.36,0.3478,155.4,784.4000000000001,7.354342,26.048000000000002,7
8.6,0.17,0.28,2.7,0.047,38.0,150.0,0.99365,3.1,0.56,10.8,1.462,2.408,23.22,0.4042,326.8,1290.0,8.54539,26.66,6
6.5,0.32,0.23,1.2,0.054,39.0,208.0,0.99272,3.18,0.46,9.9,2.08,1.495,7.8,0.351,253.5,1352.0,6.45268,20.67,6
7.3,0.4,0.28,6.5,0.037,26.0,97.0,0.99148,3.16,0.58,12.6,2.92,2.044,47.449999999999996,0.2701,189.79999999999998,708.1,7.237804,23.068,7
7.0,0.32,0.31,6.4,0.031,38.0,115.0,0.99235,3.38,0.58,12.2,2.24,2.17,44.800000000000004,0.217,266.0,805.0,6.94645,23.66,7
7.5,0.42,0.19,6.9,0.041,62.0,150.0,0.99508,3.23,0.37,10.0,3.15,1.425,51.75,0.3075,465.0,1125.0,7.4631,24.225,6
6.9,0.28,0.31,7.2,0.04,47.0,168.0,0.9946,3.29,0.57,10.6,1.9320000000000004,2.1390000000000002,49.68000000000001,0.276,324.3,1159.2,6.8627400000000005,22.701,7
6.5,0.29,0.42,10.6,0.042,66.0,202.0,0.99674,3.24,0.53,9.5,1.8849999999999998,2.73,68.89999999999999,0.273,429.0,1313.0,6.478809999999999,21.060000000000002,6
6.3,0.41,0.18,3.5,0.027,23.0,109.0,0.99018,3.34,0.54,12.8,2.5829999999999997,1.134,22.05,0.1701,144.9,686.6999999999999,6.238134,21.041999999999998,8
7.0,0.32,0.31,6.4,0.031,38.0,115.0,0.99235,3.38,0.58,12.2,2.24,2.17,44.800000000000004,0.217,266.0,805.0,6.94645,23.66,7
7.3,0.3,0.33,2.3,0.043,28.0,125.0,0.99084,3.34,0.44,12.6,2.19,2.4090000000000003,16.79,0.31389999999999996,204.4,912.5,7.233132,24.381999999999998,7
6.6,0.22,0.28,12.05,0.058,25.0,125.0,0.99856,3.45,0.45,9.4,1.452,1.848,79.53,0.3828,165.0,825.0,6.590496,22.77,5
6.0,0.26,0.18,7.0,0.055,50.0,194.0,0.99591,3.21,0.43,9.0,1.56,1.08,42.0,0.33,300.0,1164.0,5.97546,19.259999999999998,5
6.9,0.44,0.18,11.8,0.051,26.0,126.0,0.9975,3.23,0.48,9.1,3.036,1.242,81.42000000000002,0.3519,179.4,869.4000000000001,6.882750000000001,22.287000000000003,5
7.5,0.42,0.2,1.4,0.06,15.0,168.0,0.9944,3.06,0.4,9.4,3.15,1.5,10.5,0.44999999999999996,112.5,1260.0,7.457999999999999,22.95,6
7.0,0.36,0.3,5.0,0.04,40.0,143.0,0.99173,3.33,0.42,12.2,2.52,2.1,35.0,0.28,280.0,1001.0,6.94211,23.310000000000002,7
5.6,0.295,0.2,2.2,0.049,18.0,134.0,0.99378,3.21,0.68,10.0,1.652,1.1199999999999999,12.32,0.2744,100.8,750.4,5.565168,17.976,5
6.8,0.21,0.55,14.6,0.053,34.0,159.0,0.99805,2.93,0.44,9.2,1.428,3.74,99.28,0.3604,231.2,1081.2,6.78674,19.924,5
9.4,0.28,0.3,1.6,0.045,36.0,139.0,0.99534,3.11,0.49,9.3,2.6320000000000006,2.82,15.040000000000001,0.423,338.40000000000003,1306.6000000000001,9.356196,29.233999999999998,5
8.1,0.28,0.34,1.3,0.035,11.0,126.0,0.99232,3.14,0.5,9.8,2.2680000000000002,2.754,10.53,0.28350000000000003,89.1,1020.5999999999999,8.037792,25.434,6
6.8,0.21,0.55,14.6,0.053,34.0,159.0,0.99805,2.93,0.44,9.2,1.428,3.74,99.28,0.3604,231.2,1081.2,6.78674,19.924,5
7.0,0.22,0.26,2.8,0.036,44.0,132.0,0.99078,3.34,0.41,12.0,1.54,1.82,19.599999999999998,0.252,308.0,924.0,6.93546,23.38,7
9.4,0.28,0.3,1.6,0.045,36.0,139.0,0.99534,3.11,0.49,9.3,2.6320000000000006,2.82,15.040000000000001,0.423,338.40000000000003,1306.6000000000001,9.356196,29.233999999999998,5
6.8,0.32,0.3,3.3,0.029,15.0,80.0,0.99061,3.33,0.63,12.6,2.176,2.04,22.439999999999998,0.19720000000000001,102.0,544.0,6.736148,22.644,7
7.0,0.19,0.33,6.3,0.032,42.0,127.0,0.99182,3.31,0.38,12.2,1.33,2.31,44.1,0.224,294.0,889.0,6.942740000000001,23.17,6
7.7,0.42,0.38,8.1,0.061,49.0,144.0,0.9966,3.4,0.58,11.0,3.234,2.926,62.37,0.4697,377.3,1108.8,7.67382,26.18,6
7.4,0.2,0.31,1.6,0.038,34.0,116.0,0.9912,3.25,0.39,12.0,1.4800000000000002,2.294,11.840000000000002,0.2812,251.60000000000002,858.4000000000001,7.33488,24.05,7
7.5,0.24,0.62,10.6,0.045,51.0,153.0,0.99779,3.16,0.44,8.8,1.7999999999999998,4.65,79.5,0.33749999999999997,382.5,1147.5,7.4834249999999995,23.700000000000003,5
7.5,0.26,0.59,11.8,0.046,58.0,164.0,0.99814,3.17,0.46,8.9,1.9500000000000002,4.425,88.5,0.345,435.0,1230.0,7.4860500000000005,23.775,4
6.6,0.4,0.32,1.7,0.035,39.0,84.0,0.99096,3.59,0.48,12.7,2.64,2.112,11.219999999999999,0.231,257.4,554.4,6.540335999999999,23.694,7
8.0,0.2,0.3,8.1,0.037,42.0,130.0,0.99379,3.1,0.67,11.8,1.6,2.4,64.8,0.296,336.0,1040.0,7.95032,24.8,6
